a,b,lat1,long1,lat2,long2
34,40,38.6,68.79,41.25,69.31
25,25,19.75,96.1,19.76,96.11
40,7,41.24,69.3,4.89,114.86
23,10,4.14,73.46,35.18,33.34
4,8,26.19,50.5,11.57,104.91
31,9,24.58,46.71,39.93,116.34
23,40,4.14,73.46,41.25,69.31
23,2,4.14,73.46,40.19,44.48
40,32,41.24,69.3,1.3,103.87
9,5,39.92,116.33,23.81,90.45
3,6,40.41,49.95,27.49,89.55
3,3,40.41,49.95,40.42,49.96
39,40,24.44,54.39,41.25,69.31
34,37,38.6,68.79,39.92,32.8
12,19,28.66,77.13,29.32,47.97
9,25,39.92,116.33,19.76,96.11
32,24,1.29,103.86,48.04,106.96
22,40,3.07,101.66,41.25,69.31
13,22,-6.18,106.77,3.08,101.67
37,12,39.91,32.79,28.67,77.14
10,2,35.17,33.33,40.19,44.48
28,31,33.7,73.01,24.59,46.72
34,26,38.6,68.79,27.73,85.33
19,27,29.31,47.96,23.51,58.58
30,25,25.22,51.5,19.76,96.11
4,29,26.19,50.5,14.63,121.01
14,23,33.37,44.37,4.15,73.47
18,38,51.17,71.34,37.93,58.42
2,9,40.18,44.47,39.93,116.34
15,40,31.23,34.78,41.25,69.31
15,7,31.23,34.78,4.89,114.86
29,28,14.62,121,33.71,73.02
40,25,41.24,69.3,19.76,96.11
38,32,37.92,58.41,1.3,103.87
20,22,42.79,74.58,3.08,101.67
18,38,51.17,71.34,37.93,58.42
29,20,14.62,121,42.8,74.59
20,19,42.79,74.58,29.32,47.97
29,16,14.62,121,35.69,139.69
31,12,24.58,46.71,28.67,77.14
29,26,14.62,121,27.73,85.33
23,17,4.14,73.46,31.91,35.99
19,10,29.31,47.96,35.18,33.34
34,21,38.6,68.79,33.81,35.53
31,29,24.58,46.71,14.63,121.01
31,15,24.58,46.71,31.24,34.79
20,37,42.79,74.58,39.92,32.8
16,42,35.68,139.68,15.41,44.2
16,38,35.68,139.68,37.93,58.42
14,4,33.37,44.37,26.2,50.51
26,1,27.72,85.32,34.5,69.18
42,39,15.4,44.19,24.45,54.4
28,43,33.7,73.01,#N/A,#N/A
12,28,28.66,77.13,33.71,73.02
39,24,24.44,54.39,48.04,106.96
27,14,23.5,58.57,33.38,44.38
38,24,37.92,58.41,48.04,106.96
30,31,25.22,51.5,24.59,46.72
2,41,40.18,44.47,21.02,105.81
32,4,1.29,103.86,26.2,50.51
35,26,13.72,100.58,27.73,85.33
33,31,6.9,79.91,24.59,46.72
4,30,26.19,50.5,25.23,51.51
28,14,33.7,73.01,33.38,44.38
18,42,51.17,71.34,15.41,44.2
35,29,13.72,100.58,14.63,121.01
36,31,-8.65,125.6,24.59,46.72
30,31,25.22,51.5,24.59,46.72
26,26,27.72,85.32,27.73,85.33
26,39,27.72,85.32,24.45,54.4
14,8,33.37,44.37,11.57,104.91
7,24,4.88,114.85,48.04,106.96
21,30,33.8,35.52,25.23,51.51
32,21,1.29,103.86,33.81,35.53
24,38,48.03,106.95,37.93,58.42
20,37,42.79,74.58,39.92,32.8
22,22,3.07,101.66,3.08,101.67
7,5,4.88,114.85,23.81,90.45
15,7,31.23,34.78,4.89,114.86
36,11,-8.65,125.6,41.69,44.81
11,4,41.68,44.8,26.2,50.51
40,20,41.24,69.3,42.8,74.59
5,24,23.8,90.44,48.04,106.96
34,41,38.6,68.79,21.02,105.81
6,13,27.48,89.54,-6.17,106.78
37,24,39.91,32.79,48.04,106.96
32,26,1.29,103.86,27.73,85.33
15,23,31.23,34.78,4.15,73.47
40,18,41.24,69.3,51.18,71.35
15,41,31.23,34.78,21.02,105.81
24,14,48.03,106.95,33.38,44.38
14,42,33.37,44.37,15.41,44.2
18,14,51.17,71.34,33.38,44.38
28,17,33.7,73.01,31.91,35.99
38,35,37.92,58.41,13.73,100.59
30,37,25.22,51.5,39.92,32.8
26,29,27.72,85.32,14.63,121.01
7,17,4.88,114.85,31.91,35.99
6,15,27.48,89.54,31.24,34.79
10,43,35.17,33.33,#N/A,#N/A
33,5,6.9,79.91,23.81,90.45
23,2,4.14,73.46,40.19,44.48
26,28,27.72,85.32,33.71,73.02
41,5,21.01,105.8,23.81,90.45
35,22,13.72,100.58,3.08,101.67
8,37,11.56,104.9,39.92,32.8
40,26,41.24,69.3,27.73,85.33
36,40,-8.65,125.6,41.25,69.31
21,25,33.8,35.52,19.76,96.11
6,3,27.48,89.54,40.42,49.96
31,41,24.58,46.71,21.02,105.81
15,43,31.23,34.78,#N/A,#N/A
36,11,-8.65,125.6,41.69,44.81
17,22,31.9,35.98,3.08,101.67
31,35,24.58,46.71,13.73,100.59
15,22,31.23,34.78,3.08,101.67
12,13,28.66,77.13,-6.17,106.78
12,3,28.66,77.13,40.42,49.96
30,36,25.22,51.5,-8.64,125.61
38,17,37.92,58.41,31.91,35.99
38,35,37.92,58.41,13.73,100.59
34,16,38.6,68.79,35.69,139.69
4,16,26.19,50.5,35.69,139.69
17,20,31.9,35.98,42.8,74.59
9,32,39.92,116.33,1.3,103.87
32,21,1.29,103.86,33.81,35.53
24,18,48.03,106.95,51.18,71.35
40,34,41.24,69.3,38.61,68.8
28,15,33.7,73.01,31.24,34.79
16,32,35.68,139.68,1.3,103.87
10,25,35.17,33.33,19.76,96.11
21,32,33.8,35.52,1.3,103.87
6,33,27.48,89.54,6.91,79.92
10,42,35.17,33.33,15.41,44.2
2,23,40.18,44.47,4.15,73.47
29,15,14.62,121,31.24,34.79
18,31,51.17,71.34,24.59,46.72
6,34,27.48,89.54,38.61,68.8
20,11,42.79,74.58,41.69,44.81
30,6,25.22,51.5,27.49,89.55
8,30,11.56,104.9,25.23,51.51
42,18,15.4,44.19,51.18,71.35
37,20,39.91,32.79,42.8,74.59
9,17,39.92,116.33,31.91,35.99
34,37,38.6,68.79,39.92,32.8
42,38,15.4,44.19,37.93,58.42
32,27,1.29,103.86,23.51,58.58
9,26,39.92,116.33,27.73,85.33
24,34,48.03,106.95,38.61,68.8
12,13,28.66,77.13,-6.17,106.78
31,39,24.58,46.71,24.45,54.4
15,16,31.23,34.78,35.69,139.69
28,2,33.7,73.01,40.19,44.48
10,34,35.17,33.33,38.61,68.8
10,8,35.17,33.33,11.57,104.91
13,24,-6.18,106.77,48.04,106.96
1,20,34.49,69.17,42.8,74.59
6,3,27.48,89.54,40.42,49.96
16,40,35.68,139.68,41.25,69.31
10,26,35.17,33.33,27.73,85.33
39,4,24.44,54.39,26.2,50.51
37,2,39.91,32.79,40.19,44.48
9,41,39.92,116.33,21.02,105.81
13,29,-6.18,106.77,14.63,121.01
33,31,6.9,79.91,24.59,46.72
9,6,39.92,116.33,27.49,89.55
21,6,33.8,35.52,27.49,89.55
4,7,26.19,50.5,4.89,114.86
18,36,51.17,71.34,-8.64,125.61
41,25,21.01,105.8,19.76,96.11
31,1,24.58,46.71,34.5,69.18
19,8,29.31,47.96,11.57,104.91
39,36,24.44,54.39,-8.64,125.61
18,19,51.17,71.34,29.32,47.97
24,10,48.03,106.95,35.18,33.34
32,10,1.29,103.86,35.18,33.34
8,20,11.56,104.9,42.8,74.59
15,3,31.23,34.78,40.42,49.96
42,26,15.4,44.19,27.73,85.33
41,33,21.01,105.8,6.91,79.92
28,29,33.7,73.01,14.63,121.01
13,3,-6.18,106.77,40.42,49.96
32,11,1.29,103.86,41.69,44.81
29,23,14.62,121,4.15,73.47
33,1,6.9,79.91,34.5,69.18
10,33,35.17,33.33,6.91,79.92
39,9,24.44,54.39,39.93,116.34
25,30,19.75,96.1,25.23,51.51
33,19,6.9,79.91,29.32,47.97
29,12,14.62,121,28.67,77.14
36,14,-8.65,125.6,33.38,44.38
34,10,38.6,68.79,35.18,33.34
32,41,1.29,103.86,21.02,105.81
35,13,13.72,100.58,-6.17,106.78
17,8,31.9,35.98,11.57,104.91
16,9,35.68,139.68,39.93,116.34
42,34,15.4,44.19,38.61,68.8
27,26,23.5,58.57,27.73,85.33
39,40,24.44,54.39,41.25,69.31
10,18,35.17,33.33,51.18,71.35
3,40,40.41,49.95,41.25,69.31
1,12,34.49,69.17,28.67,77.14
5,43,23.8,90.44,#N/A,#N/A
28,7,33.7,73.01,4.89,114.86
26,20,27.72,85.32,42.8,74.59
17,31,31.9,35.98,24.59,46.72
11,43,41.68,44.8,#N/A,#N/A
42,33,15.4,44.19,6.91,79.92
28,25,33.7,73.01,19.76,96.11
27,31,23.5,58.57,24.59,46.72
5,19,23.8,90.44,29.32,47.97
13,26,-6.18,106.77,27.73,85.33
23,35,4.14,73.46,13.73,100.59
35,23,13.72,100.58,4.15,73.47
38,13,37.92,58.41,-6.17,106.78
35,28,13.72,100.58,33.71,73.02
8,29,11.56,104.9,14.63,121.01
37,10,39.91,32.79,35.18,33.34
7,25,4.88,114.85,19.76,96.11
28,31,33.7,73.01,24.59,46.72
9,35,39.92,116.33,13.73,100.59
10,39,35.17,33.33,24.45,54.4
28,10,33.7,73.01,35.18,33.34
25,7,19.75,96.1,4.89,114.86
29,19,14.62,121,29.32,47.97
6,33,27.48,89.54,6.91,79.92
17,9,31.9,35.98,39.93,116.34
5,24,23.8,90.44,48.04,106.96
37,23,39.91,32.79,4.15,73.47
22,3,3.07,101.66,40.42,49.96
1,17,34.49,69.17,31.91,35.99
16,35,35.68,139.68,13.73,100.59
12,5,28.66,77.13,23.81,90.45
5,3,23.8,90.44,40.42,49.96
11,19,41.68,44.8,29.32,47.97
24,37,48.03,106.95,39.92,32.8
4,4,26.19,50.5,26.2,50.51
23,22,4.14,73.46,3.08,101.67
34,6,38.6,68.79,27.49,89.55
32,36,1.29,103.86,-8.64,125.61
2,17,40.18,44.47,31.91,35.99
13,19,-6.18,106.77,29.32,47.97
36,21,-8.65,125.6,33.81,35.53
32,31,1.29,103.86,24.59,46.72
2,16,40.18,44.47,35.69,139.69
2,30,40.18,44.47,25.23,51.51
36,25,-8.65,125.6,19.76,96.11
39,8,24.44,54.39,11.57,104.91
4,37,26.19,50.5,39.92,32.8
36,10,-8.65,125.6,35.18,33.34
6,12,27.48,89.54,28.67,77.14
31,9,24.58,46.71,39.93,116.34
1,30,34.49,69.17,25.23,51.51
3,26,40.41,49.95,27.73,85.33
3,30,40.41,49.95,25.23,51.51
19,15,29.31,47.96,31.24,34.79
37,24,39.91,32.79,48.04,106.96
2,20,40.18,44.47,42.8,74.59
4,26,26.19,50.5,27.73,85.33
2,34,40.18,44.47,38.61,68.8
6,15,27.48,89.54,31.24,34.79
38,33,37.92,58.41,6.91,79.92
13,24,-6.18,106.77,48.04,106.96
37,6,39.91,32.79,27.49,89.55
33,34,6.9,79.91,38.61,68.8
38,21,37.92,58.41,33.81,35.53
22,18,3.07,101.66,51.18,71.35
3,19,40.41,49.95,29.32,47.97
9,11,39.92,116.33,41.69,44.81
9,42,39.92,116.33,15.41,44.2
12,42,28.66,77.13,15.41,44.2
38,8,37.92,58.41,11.57,104.91
30,8,25.22,51.5,11.57,104.91
32,26,1.29,103.86,27.73,85.33
10,39,35.17,33.33,24.45,54.4
34,6,38.6,68.79,27.49,89.55
25,36,19.75,96.1,-8.64,125.61
42,38,15.4,44.19,37.93,58.42
29,38,14.62,121,37.93,58.42
5,42,23.8,90.44,15.41,44.2
17,23,31.9,35.98,4.15,73.47
21,38,33.8,35.52,37.93,58.42
13,18,-6.18,106.77,51.18,71.35
30,40,25.22,51.5,41.25,69.31
29,33,14.62,121,6.91,79.92
32,14,1.29,103.86,33.38,44.38
21,23,33.8,35.52,4.15,73.47
26,35,27.72,85.32,13.73,100.59
17,9,31.9,35.98,39.93,116.34
8,1,11.56,104.9,34.5,69.18
12,29,28.66,77.13,14.63,121.01
41,6,21.01,105.8,27.49,89.55
13,10,-6.18,106.77,35.18,33.34
18,32,51.17,71.34,1.3,103.87
12,28,28.66,77.13,33.71,73.02
14,2,33.37,44.37,40.19,44.48
32,11,1.29,103.86,41.69,44.81
25,24,19.75,96.1,48.04,106.96
19,7,29.31,47.96,4.89,114.86
34,36,38.6,68.79,-8.64,125.61
17,38,31.9,35.98,37.93,58.42
9,37,39.92,116.33,39.92,32.8
25,25,19.75,96.1,19.76,96.11
22,29,3.07,101.66,14.63,121.01
10,27,35.17,33.33,23.51,58.58
28,23,33.7,73.01,4.15,73.47
2,8,40.18,44.47,11.57,104.91
1,29,34.49,69.17,14.63,121.01
37,35,39.91,32.79,13.73,100.59
42,12,15.4,44.19,28.67,77.14
8,9,11.56,104.9,39.93,116.34
37,12,39.91,32.79,28.67,77.14
40,8,41.24,69.3,11.57,104.91
8,8,11.56,104.9,11.57,104.91
42,33,15.4,44.19,6.91,79.92
8,37,11.56,104.9,39.92,32.8
23,26,4.14,73.46,27.73,85.33
12,7,28.66,77.13,4.89,114.86
41,5,21.01,105.8,23.81,90.45
20,3,42.79,74.58,40.42,49.96
39,29,24.44,54.39,14.63,121.01
14,14,33.37,44.37,33.38,44.38
23,37,4.14,73.46,39.92,32.8
33,28,6.9,79.91,33.71,73.02
20,29,42.79,74.58,14.63,121.01
30,22,25.22,51.5,3.08,101.67
22,17,3.07,101.66,31.91,35.99
11,10,41.68,44.8,35.18,33.34
40,16,41.24,69.3,35.69,139.69
38,3,37.92,58.41,40.42,49.96
23,29,4.14,73.46,14.63,121.01
3,3,40.41,49.95,40.42,49.96
36,32,-8.65,125.6,1.3,103.87
15,35,31.23,34.78,13.73,100.59
3,24,40.41,49.95,48.04,106.96
34,40,38.6,68.79,41.25,69.31
11,40,41.68,44.8,41.25,69.31
27,17,23.5,58.57,31.91,35.99
33,35,6.9,79.91,13.73,100.59
19,17,29.31,47.96,31.91,35.99
35,38,13.72,100.58,37.93,58.42
34,16,38.6,68.79,35.69,139.69
1,4,34.49,69.17,26.2,50.51
25,13,19.75,96.1,-6.17,106.78
25,1,19.75,96.1,34.5,69.18
17,30,31.9,35.98,25.23,51.51
31,38,24.58,46.71,37.93,58.42
16,4,35.68,139.68,26.2,50.51
16,40,35.68,139.68,41.25,69.31
11,10,41.68,44.8,35.18,33.34
34,34,38.6,68.79,38.61,68.8
1,10,34.49,69.17,35.18,33.34
7,12,4.88,114.85,28.67,77.14
29,12,14.62,121,28.67,77.14
41,2,21.01,105.8,40.19,44.48
19,13,29.31,47.96,-6.17,106.78
42,11,15.4,44.19,41.69,44.81
28,22,33.7,73.01,3.08,101.67
33,8,6.9,79.91,11.57,104.91
18,34,51.17,71.34,38.61,68.8
38,17,37.92,58.41,31.91,35.99
5,16,23.8,90.44,35.69,139.69
8,1,11.56,104.9,34.5,69.18
22,29,3.07,101.66,14.63,121.01
27,16,23.5,58.57,35.69,139.69
14,37,33.37,44.37,39.92,32.8
33,8,6.9,79.91,11.57,104.91
39,9,24.44,54.39,39.93,116.34
12,21,28.66,77.13,33.81,35.53
40,33,41.24,69.3,6.91,79.92
30,18,25.22,51.5,51.18,71.35
9,23,39.92,116.33,4.15,73.47
30,13,25.22,51.5,-6.17,106.78
6,19,27.48,89.54,29.32,47.97
24,17,48.03,106.95,31.91,35.99
11,11,41.68,44.8,41.69,44.81
18,39,51.17,71.34,24.45,54.4
8,28,11.56,104.9,33.71,73.02
18,16,51.17,71.34,35.69,139.69
23,16,4.14,73.46,35.69,139.69
1,28,34.49,69.17,33.71,73.02
31,6,24.58,46.71,27.49,89.55
14,10,33.37,44.37,35.18,33.34
22,43,3.07,101.66,#N/A,#N/A
22,28,3.07,101.66,33.71,73.02
11,36,41.68,44.8,-8.64,125.61
4,19,26.19,50.5,29.32,47.97
3,13,40.41,49.95,-6.17,106.78
3,25,40.41,49.95,19.76,96.11
10,24,35.17,33.33,48.04,106.96
20,39,42.79,74.58,24.45,54.4
27,15,23.5,58.57,31.24,34.79
23,42,4.14,73.46,15.41,44.2
36,30,-8.65,125.6,25.23,51.51
34,25,38.6,68.79,19.76,96.11
4,14,26.19,50.5,33.38,44.38
7,7,4.88,114.85,4.89,114.86
24,5,48.03,106.95,23.81,90.45
31,8,24.58,46.71,11.57,104.91
15,16,31.23,34.78,35.69,139.69
26,28,27.72,85.32,33.71,73.02
40,1,41.24,69.3,34.5,69.18
17,25,31.9,35.98,19.76,96.11
10,4,35.17,33.33,26.2,50.51
40,24,41.24,69.3,48.04,106.96
22,40,3.07,101.66,41.25,69.31
14,23,33.37,44.37,4.15,73.47
13,41,-6.18,106.77,21.02,105.81
13,37,-6.18,106.77,39.92,32.8
10,38,35.17,33.33,37.93,58.42
29,35,14.62,121,13.73,100.59
6,5,27.48,89.54,23.81,90.45
8,36,11.56,104.9,-8.64,125.61
31,7,24.58,46.71,4.89,114.86
26,37,27.72,85.32,39.92,32.8
9,3,39.92,116.33,40.42,49.96
36,28,-8.65,125.6,33.71,73.02
6,20,27.48,89.54,42.8,74.59
29,35,14.62,121,13.73,100.59
42,33,15.4,44.19,6.91,79.92
14,25,33.37,44.37,19.76,96.11
24,23,48.03,106.95,4.15,73.47
7,35,4.88,114.85,13.73,100.59
30,3,25.22,51.5,40.42,49.96
14,37,33.37,44.37,39.92,32.8
31,2,24.58,46.71,40.19,44.48
6,15,27.48,89.54,31.24,34.79
5,7,23.8,90.44,4.89,114.86
27,12,23.5,58.57,28.67,77.14
27,1,23.5,58.57,34.5,69.18
22,9,3.07,101.66,39.93,116.34
8,9,11.56,104.9,39.93,116.34
33,4,6.9,79.91,26.2,50.51
17,14,31.9,35.98,33.38,44.38
3,24,40.41,49.95,48.04,106.96
30,17,25.22,51.5,31.91,35.99
40,35,41.24,69.3,13.73,100.59
27,19,23.5,58.57,29.32,47.97
37,13,39.91,32.79,-6.17,106.78
19,40,29.31,47.96,41.25,69.31
26,40,27.72,85.32,41.25,69.31
24,38,48.03,106.95,37.93,58.42
33,30,6.9,79.91,25.23,51.51
5,26,23.8,90.44,27.73,85.33
22,43,3.07,101.66,#N/A,#N/A
5,17,23.8,90.44,31.91,35.99
27,37,23.5,58.57,39.92,32.8
14,16,33.37,44.37,35.69,139.69
34,32,38.6,68.79,1.3,103.87
23,25,4.14,73.46,19.76,96.11
26,23,27.72,85.32,4.15,73.47
28,25,33.7,73.01,19.76,96.11
32,3,1.29,103.86,40.42,49.96
23,36,4.14,73.46,-8.64,125.61
22,14,3.07,101.66,33.38,44.38
33,28,6.9,79.91,33.71,73.02
8,11,11.56,104.9,41.69,44.81
13,32,-6.18,106.77,1.3,103.87
9,15,39.92,116.33,31.24,34.79
38,5,37.92,58.41,23.81,90.45
11,8,41.68,44.8,11.57,104.91
21,20,33.8,35.52,42.8,74.59
16,3,35.68,139.68,40.42,49.96
10,37,35.17,33.33,39.92,32.8
13,39,-6.18,106.77,24.45,54.4
40,35,41.24,69.3,13.73,100.59
22,18,3.07,101.66,51.18,71.35
38,23,37.92,58.41,4.15,73.47
24,30,48.03,106.95,25.23,51.51
11,37,41.68,44.8,39.92,32.8
25,40,19.75,96.1,41.25,69.31
12,18,28.66,77.13,51.18,71.35
17,4,31.9,35.98,26.2,50.51
10,10,35.17,33.33,35.18,33.34
30,16,25.22,51.5,35.69,139.69
3,18,40.41,49.95,51.18,71.35
12,24,28.66,77.13,48.04,106.96
34,13,38.6,68.79,-6.17,106.78
28,31,33.7,73.01,24.59,46.72
9,39,39.92,116.33,24.45,54.4
8,37,11.56,104.9,39.92,32.8
34,34,38.6,68.79,38.61,68.8
31,5,24.58,46.71,23.81,90.45
12,8,28.66,77.13,11.57,104.91
39,19,24.44,54.39,29.32,47.97
18,12,51.17,71.34,28.67,77.14
9,6,39.92,116.33,27.49,89.55
29,24,14.62,121,48.04,106.96
39,15,24.44,54.39,31.24,34.79
22,27,3.07,101.66,23.51,58.58
40,41,41.24,69.3,21.02,105.81
31,24,24.58,46.71,48.04,106.96
6,7,27.48,89.54,4.89,114.86
31,7,24.58,46.71,4.89,114.86
35,28,13.72,100.58,33.71,73.02
27,22,23.5,58.57,3.08,101.67
34,23,38.6,68.79,4.15,73.47
6,24,27.48,89.54,48.04,106.96
34,11,38.6,68.79,41.69,44.81
21,24,33.8,35.52,48.04,106.96
41,3,21.01,105.8,40.42,49.96
13,20,-6.18,106.77,42.8,74.59
12,25,28.66,77.13,19.76,96.11
15,39,31.23,34.78,24.45,54.4
23,20,4.14,73.46,42.8,74.59
8,27,11.56,104.9,23.51,58.58
31,33,24.58,46.71,6.91,79.92
24,38,48.03,106.95,37.93,58.42
18,4,51.17,71.34,26.2,50.51
37,1,39.91,32.79,34.5,69.18
31,12,24.58,46.71,28.67,77.14
33,6,6.9,79.91,27.49,89.55
22,27,3.07,101.66,23.51,58.58
6,5,27.48,89.54,23.81,90.45
3,32,40.41,49.95,1.3,103.87
30,14,25.22,51.5,33.38,44.38
36,30,-8.65,125.6,25.23,51.51
5,14,23.8,90.44,33.38,44.38
10,35,35.17,33.33,13.73,100.59
25,17,19.75,96.1,31.91,35.99
13,34,-6.18,106.77,38.61,68.8
17,19,31.9,35.98,29.32,47.97
1,6,34.49,69.17,27.49,89.55
16,12,35.68,139.68,28.67,77.14
8,8,11.56,104.9,11.57,104.91
10,34,35.17,33.33,38.61,68.8
7,29,4.88,114.85,14.63,121.01
25,29,19.75,96.1,14.63,121.01
13,40,-6.18,106.77,41.25,69.31
8,39,11.56,104.9,24.45,54.4
28,2,33.7,73.01,40.19,44.48
2,22,40.18,44.47,3.08,101.67
5,20,23.8,90.44,42.8,74.59
18,35,51.17,71.34,13.73,100.59
14,4,33.37,44.37,26.2,50.51
28,41,33.7,73.01,21.02,105.81
8,22,11.56,104.9,3.08,101.67
6,19,27.48,89.54,29.32,47.97
37,41,39.91,32.79,21.02,105.81
33,10,6.9,79.91,35.18,33.34
22,39,3.07,101.66,24.45,54.4
41,6,21.01,105.8,27.49,89.55
17,36,31.9,35.98,-8.64,125.61
5,6,23.8,90.44,27.49,89.55
8,28,11.56,104.9,33.71,73.02
31,41,24.58,46.71,21.02,105.81
15,36,31.23,34.78,-8.64,125.61
26,39,27.72,85.32,24.45,54.4
13,2,-6.18,106.77,40.19,44.48
18,16,51.17,71.34,35.69,139.69
14,31,33.37,44.37,24.59,46.72
9,43,39.92,116.33,#N/A,#N/A
27,26,23.5,58.57,27.73,85.33
30,22,25.22,51.5,3.08,101.67
37,43,39.91,32.79,#N/A,#N/A
3,9,40.41,49.95,39.93,116.34
24,23,48.03,106.95,4.15,73.47
13,25,-6.18,106.77,19.76,96.11
7,23,4.88,114.85,4.15,73.47
6,6,27.48,89.54,27.49,89.55
13,1,-6.18,106.77,34.5,69.18
27,38,23.5,58.57,37.93,58.42
41,3,21.01,105.8,40.42,49.96
7,32,4.88,114.85,1.3,103.87
31,39,24.58,46.71,24.45,54.4
6,8,27.48,89.54,11.57,104.91
24,30,48.03,106.95,25.23,51.51
6,41,27.48,89.54,21.02,105.81
33,24,6.9,79.91,48.04,106.96
34,18,38.6,68.79,51.18,71.35
22,43,3.07,101.66,#N/A,#N/A
20,6,42.79,74.58,27.49,89.55
40,30,41.24,69.3,25.23,51.51
24,27,48.03,106.95,23.51,58.58
5,15,23.8,90.44,31.24,34.79
28,6,33.7,73.01,27.49,89.55
19,18,29.31,47.96,51.18,71.35
36,34,-8.65,125.6,38.61,68.8
4,30,26.19,50.5,25.23,51.51
27,6,23.5,58.57,27.49,89.55
9,34,39.92,116.33,38.61,68.8
30,41,25.22,51.5,21.02,105.81
5,19,23.8,90.44,29.32,47.97
42,7,15.4,44.19,4.89,114.86
25,21,19.75,96.1,33.81,35.53
25,26,19.75,96.1,27.73,85.33
31,7,24.58,46.71,4.89,114.86
17,23,31.9,35.98,4.15,73.47
16,35,35.68,139.68,13.73,100.59
41,1,21.01,105.8,34.5,69.18
37,27,39.91,32.79,23.51,58.58
23,8,4.14,73.46,11.57,104.91
27,16,23.5,58.57,35.69,139.69
1,6,34.49,69.17,27.49,89.55
23,34,4.14,73.46,38.61,68.8
18,20,51.17,71.34,42.8,74.59
21,23,33.8,35.52,4.15,73.47
13,19,-6.18,106.77,29.32,47.97
10,8,35.17,33.33,11.57,104.91
23,2,4.14,73.46,40.19,44.48
28,24,33.7,73.01,48.04,106.96
35,15,13.72,100.58,31.24,34.79
33,34,6.9,79.91,38.61,68.8
34,20,38.6,68.79,42.8,74.59
28,16,33.7,73.01,35.69,139.69
24,31,48.03,106.95,24.59,46.72
26,29,27.72,85.32,14.63,121.01
14,35,33.37,44.37,13.73,100.59
16,18,35.68,139.68,51.18,71.35
21,13,33.8,35.52,-6.17,106.78
14,43,33.37,44.37,#N/A,#N/A
39,17,24.44,54.39,31.91,35.99
33,1,6.9,79.91,34.5,69.18
13,17,-6.18,106.77,31.91,35.99
22,5,3.07,101.66,23.81,90.45
14,16,33.37,44.37,35.69,139.69
18,29,51.17,71.34,14.63,121.01
35,40,13.72,100.58,41.25,69.31
5,28,23.8,90.44,33.71,73.02
33,14,6.9,79.91,33.38,44.38
27,42,23.5,58.57,15.41,44.2
33,21,6.9,79.91,33.81,35.53
16,39,35.68,139.68,24.45,54.4
29,36,14.62,121,-8.64,125.61
11,19,41.68,44.8,29.32,47.97
13,26,-6.18,106.77,27.73,85.33
40,38,41.24,69.3,37.93,58.42
14,43,33.37,44.37,#N/A,#N/A
29,21,14.62,121,33.81,35.53
31,14,24.58,46.71,33.38,44.38
29,38,14.62,121,37.93,58.42
19,20,29.31,47.96,42.8,74.59
7,18,4.88,114.85,51.18,71.35
15,5,31.23,34.78,23.81,90.45
37,11,39.91,32.79,41.69,44.81
27,43,23.5,58.57,#N/A,#N/A
8,30,11.56,104.9,25.23,51.51
17,8,31.9,35.98,11.57,104.91
32,3,1.29,103.86,40.42,49.96
37,1,39.91,32.79,34.5,69.18
4,10,26.19,50.5,35.18,33.34
39,34,24.44,54.39,38.61,68.8
17,15,31.9,35.98,31.24,34.79
31,2,24.58,46.71,40.19,44.48
1,3,34.49,69.17,40.42,49.96
36,3,-8.65,125.6,40.42,49.96
8,13,11.56,104.9,-6.17,106.78
39,5,24.44,54.39,23.81,90.45
15,3,31.23,34.78,40.42,49.96
26,25,27.72,85.32,19.76,96.11
11,1,41.68,44.8,34.5,69.18
19,1,29.31,47.96,34.5,69.18
23,28,4.14,73.46,33.71,73.02
20,15,42.79,74.58,31.24,34.79
6,22,27.48,89.54,3.08,101.67
39,10,24.44,54.39,35.18,33.34
27,11,23.5,58.57,41.69,44.81
41,3,21.01,105.8,40.42,49.96
1,23,34.49,69.17,4.15,73.47
17,40,31.9,35.98,41.25,69.31
22,33,3.07,101.66,6.91,79.92
19,32,29.31,47.96,1.3,103.87
22,9,3.07,101.66,39.93,116.34
12,40,28.66,77.13,41.25,69.31
18,7,51.17,71.34,4.89,114.86
10,13,35.17,33.33,-6.17,106.78
15,13,31.23,34.78,-6.17,106.78
9,22,39.92,116.33,3.08,101.67
22,4,3.07,101.66,26.2,50.51
42,2,15.4,44.19,40.19,44.48
16,18,35.68,139.68,51.18,71.35
9,7,39.92,116.33,4.89,114.86
31,26,24.58,46.71,27.72,85.32
4,13,26.19,50.5,-6.18,106.77
36,29,-8.65,125.6,14.62,121
37,19,39.91,32.79,29.31,47.96
2,28,40.18,44.47,33.7,73.01
40,19,41.24,69.3,29.31,47.96
24,10,48.03,106.95,35.17,33.33
7,1,4.88,114.85,34.49,69.17
6,32,27.48,89.54,1.29,103.86
19,40,29.31,47.96,41.24,69.3
12,31,28.66,77.13,24.58,46.71
3,42,40.41,49.95,15.4,44.19
10,40,35.17,33.33,41.24,69.3
17,2,31.9,35.98,40.18,44.47
13,3,-6.18,106.77,40.41,49.95
20,34,42.79,74.58,38.6,68.79
8,2,11.56,104.9,40.18,44.47
6,9,27.48,89.54,39.92,116.33
21,13,33.8,35.52,-6.18,106.77
20,37,42.79,74.58,39.91,32.79
19,13,29.31,47.96,-6.18,106.77
7,32,4.88,114.85,1.29,103.86
27,17,23.5,58.57,31.9,35.98
31,28,24.58,46.71,33.7,73.01
