"fixed acidity;""volatile acidity"";""citric acid"";""residual sugar"";""chlorides"";""free sulfur dioxide"";""total sulfur dioxide"";""density"";""pH"";""sulphates"";""alcohol"";""quality""",,
6.9;0.32;0.26;8.3;0.053;32;180;0.9965;3.25;0.51;9.2;6,0.053345811,4634
5.2;0.6;0.07;7;0.044;33;147;0.9944;3.33;0.58;9.7;5,0.693114858,1498
5.8;0.25;0.26;13.1;0.051;44;148;0.9972;3.29;0.38;9.3;5,0.640605368,1747
6.6;0.58;0.3;5.1;0.057;30;123;0.9949;3.24;0.38;9;5,0.297645921,3455
7;0.29;0.54;10.7;0.046;59;234;0.9966;3.05;0.61;9.5;5,0.277855532,3549
6.6;0.19;0.41;8.9;0.046;51;169;0.9954;3.14;0.57;9.8;6,0.535779039,2297
6.7;0.2;0.41;9.1;0.044;50;166;0.9954;3.14;0.58;9.8;6,0.030439749,4745
7.7;0.26;0.4;1.1;0.042;9;60;0.9915;2.89;0.5;10.6;5,0.304966053,3417
6.8;0.32;0.34;1.2;0.044;14;67;0.9919;3.05;0.47;10.6;4,0.372065031,3083
7;0.3;0.49;4.7;0.036;17;105;0.9916;3.26;0.68;12.4;7,0.182985296,4004
7;0.24;0.36;2.8;0.034;22;112;0.99;3.19;0.38;12.6;8,0.987875321,62
6.1;0.31;0.58;5;0.039;36;114;0.9909;3.3;0.6;12.3;8,0.314101044,3362
6.8;0.44;0.37;5.1;0.047;46;201;0.9938;3.08;0.65;10.5;4,0.394190761,2975
6.7;0.34;0.3;15.6;0.054;51;196;0.9982;3.19;0.49;9.3;5,0.869733768,620
7.1;0.35;0.24;15.4;0.055;46;198;0.9988;3.12;0.49;8.8;5,0.541103656,2264
7.3;0.32;0.25;7.2;0.056;47;180;0.9961;3.08;0.47;8.8;5,0.161505183,4106
6.5;0.28;0.33;15.7;0.053;51;190;0.9978;3.22;0.51;9.7;6,0.813027345,885
7.2;0.23;0.39;14.2;0.058;49;192;0.9979;2.98;0.48;9;7,0.101223434,4399
7.2;0.23;0.39;14.2;0.058;49;192;0.9979;2.98;0.48;9;7,0.259631178,3635
7.2;0.23;0.39;14.2;0.058;49;192;0.9979;2.98;0.48;9;7,0.708564756,1410
7.2;0.23;0.39;14.2;0.058;49;192;0.9979;2.98;0.48;9;7,0.330512623,3282
5.9;0.15;0.31;5.8;0.041;53;155;0.9945;3.52;0.46;10.5;6,0.95421135,211
7.4;0.28;0.42;19.8;0.066;53;195;1;2.96;0.44;9.1;5,0.38012442,3045
6.2;0.28;0.22;7.3;0.041;26;157;0.9957;3.44;0.64;9.8;7,0.345705883,3206
9.1;0.59;0.38;1.6;0.066;34;182;0.9968;3.23;0.38;8.5;3,0.146755742,4178
6.3;0.33;0.27;1.2;0.046;34;175;0.9934;3.37;0.54;9.4;6,0.633995502,1794
8.3;0.39;0.7;10.6;0.045;33;169;0.9976;3.09;0.57;9.4;5,0.922584379,365
7.2;0.19;0.46;3.8;0.041;82;187;0.9932;3.19;0.6;11.2;7,0.661376573,1643
7.5;0.17;0.44;11.3;0.046;65;146;0.997;3.17;0.45;10;6,0.782715243,1022
6.7;0.17;0.5;2.1;0.043;27;122;0.9923;3.15;0.45;10.3;6,0.126700366,4260
6.1;0.41;0;1.6;0.063;36;87;0.9914;3.27;0.67;10.8;6,0.544051548,2252
8.3;0.2;0.35;0.9;0.05;12;74;0.992;3.13;0.38;10.5;6,0.38019714,3044
6.1;0.41;0;1.6;0.063;36;87;0.9914;3.27;0.67;10.8;6,0.637858758,1768
6;0.29;0.21;1.3;0.055;42;168;0.9914;3.32;0.43;11.1;6,0.676118065,1580
7.3;0.41;0.24;6.8;0.057;41;163;0.9949;3.2;0.41;9.9;6,0.81873579,851
7.3;0.41;0.24;6.8;0.057;41;163;0.9949;3.2;0.41;9.9;6,0.491462168,2529
7.2;0.43;0.24;6.7;0.058;40;163;0.995;3.2;0.41;9.9;5,0.36754831,3105
7.3;0.4;0.24;6.7;0.058;41;166;0.995;3.2;0.41;9.9;6,0.570600345,2120
6.2;0.33;0.27;4.9;0.036;30;134;0.9927;3.2;0.42;10.4;7,0.471900213,2613
6.2;0.31;0.26;4.8;0.037;36;148;0.9928;3.21;0.41;10.4;6,0.738081344,1252
6.1;0.36;0.27;2.1;0.035;16;100;0.9917;3.4;0.71;11.5;7,0.62192157,1845
5;0.55;0.14;8.3;0.032;35;164;0.9918;3.53;0.51;12.5;8,0.358348018,3139
7.8;0.25;0.41;3.7;0.042;37;149;0.9954;3.36;0.45;10;6,0.945067654,261
5.7;0.36;0.21;6.7;0.038;51;166;0.9941;3.29;0.63;10;6,0.642818816,1733
5.8;0.34;0.21;6.6;0.04;50;167;0.9941;3.29;0.62;10;5,0.557758767,2192
6.8;0.28;0.6;1.1;0.132;42;127;0.9934;3.09;0.44;9.1;6,0.248700327,3684
6.8;0.25;0.34;4.7;0.031;34;134;0.9927;3.21;0.38;10.6;6,0.117376213,4310
6.6;0.24;0.35;7.7;0.031;36;135;0.9938;3.19;0.37;10.5;5,0.238883417,3731
5.9;0.3;0.47;7.85;0.03;19;133;0.9933;3.52;0.43;11.5;7,0.201456088,3910
6.1;0.125;0.25;3.3;0.04;10;69;0.9934;3.54;0.59;10.1;6,0.624281009,1831
6;0.1;0.24;1.1;0.041;15;65;0.9927;3.61;0.61;10.3;7,0.248952316,3681
6.6;0.24;0.35;7.7;0.031;36;135;0.9938;3.19;0.37;10.5;5,0.876423286,588
6.8;0.25;0.34;4.7;0.031;34;134;0.9927;3.21;0.38;10.6;6,0.788692194,993
6.8;0.28;0.44;9.3;0.031;35;137;0.9946;3.16;0.36;10.4;6,0.709614806,1403
8.3;0.41;0.51;2;0.046;11;207;0.993;3.02;0.55;11.4;5,0.023636052,4776
7.5;0.27;0.31;5.8;0.057;131;313;0.9946;3.18;0.59;10.5;5,0.007049623,4863
7.9;0.26;0.41;15.15;0.04;38;216;0.9976;2.96;0.6;10;6,0.724238523,1333
6.4;0.34;0.23;6.3;0.039;37;143;0.9944;3.19;0.65;10;6,0.221142532,3825
6.5;0.28;0.35;15.4;0.042;55;195;0.9978;3.23;0.5;9.6;6,0.05805244,4603
7.2;0.21;0.41;1.3;0.036;33;85;0.992;3.17;0.51;10.4;5,0.032212863,4737
6.4;0.32;0.35;4.8;0.03;34;101;0.9912;3.36;0.6;12.5;8,0.358704702,3137
6.8;0.24;0.34;4.6;0.032;37;135;0.9927;3.2;0.39;10.6;5,0.929186217,326
6.3;0.23;0.3;1.8;0.033;16;91;0.9906;3.28;0.4;11.8;6,0.423977187,2833
6.5;0.28;0.34;9.9;0.038;30;133;0.9954;3.11;0.44;9.8;5,0.064938664,4558
5.6;0.26;0.26;5.7;0.031;12;80;0.9923;3.25;0.38;10.8;5,0.256085621,3650
6.3;0.23;0.3;1.8;0.033;16;91;0.9906;3.28;0.4;11.8;6,0.599391722,1968
6.3;0.23;0.33;1.5;0.036;15;105;0.991;3.32;0.42;11.2;6,0.512240662,2433
5.8;0.27;0.27;12.3;0.045;55;170;0.9972;3.28;0.42;9.3;6,0.622042807,1844
5.9;0.26;0.4;1.3;0.047;12;139;0.9945;3.45;0.53;10.4;5,0.170242929,4071
6.6;0.18;0.35;1.5;0.049;49;141;0.9934;3.43;0.85;10.2;7,0.900055876,458
7.4;0.2;0.43;7.8;0.045;27;153;0.9964;3.19;0.55;9;7,0.028774158,4751
8;0.24;0.36;1.5;0.047;17;129;0.9948;3.2;0.54;10;6,0.992137869,38
6.4;0.26;0.42;9.7;0.044;30;140;0.9962;3.18;0.47;9.1;6,0.25617628,3649
5.4;0.31;0.47;3;0.053;46;144;0.9931;3.29;0.76;10;5,0.898463047,467
5.4;0.29;0.47;3;0.052;47;145;0.993;3.29;0.75;10;6,0.206295758,3893
7.1;0.145;0.33;4.6;0.05;33;131;0.9942;3.28;0.4;9.6;6,0.452563992,2692
5.6;0.34;0.1;1.3;0.031;20;68;0.9906;3.36;0.51;11.2;7,0.173264141,4061
6.7;0.19;0.41;15.6;0.056;75;155;0.9995;3.2;0.44;8.8;6,0.401238397,2940
7.8;0.18;0.46;13.6;0.052;38;118;0.998;3.15;0.5;10;6,0.240801777,3724
7.6;0.17;0.45;11.2;0.054;56;137;0.997;3.15;0.47;10;5,0.318936578,3340
6.3;0.12;0.36;2.1;0.044;47;146;0.9914;3.27;0.74;11.4;7,0.835260429,758
7.3;0.33;0.4;6.85;0.038;32;138;0.992;3.03;0.3;11.9;7,0.620437876,1850
5.5;0.335;0.3;2.5;0.071;27;128;0.9924;3.14;0.51;9.6;6,0.357184416,3149
7.3;0.33;0.4;6.85;0.038;32;138;0.992;3.03;0.3;11.9;7,0.012416571,4837
5.8;0.4;0.42;4.4;0.047;38.5;245;0.9937;3.25;0.57;9.6;6,0.833615483,766
7.3;0.22;0.37;14.3;0.063;48;191;0.9978;2.89;0.38;9;6,0.197275109,3928
7.3;0.22;0.37;14.3;0.063;48;191;0.9978;2.89;0.38;9;6,0.388314798,3001
6.1;0.36;0.33;1.1;0.05;24;169;0.9927;3.15;0.78;9.5;6,0.423466251,2837
10;0.2;0.39;1.4;0.05;19;152;0.994;3;0.42;10.4;6,0.5370124,2295
6.9;0.24;0.34;4.7;0.04;43;161;0.9935;3.2;0.59;10.6;6,0.266486183,3598
6.4;0.24;0.32;14.9;0.047;54;162;0.9968;3.28;0.5;10.2;6,0.354439034,3162
7.1;0.365;0.14;1.2;0.055;24;84;0.9941;3.15;0.43;8.9;5,0.442834772,2740
6.8;0.15;0.3;5.3;0.05;40;127;0.9942;3.4;0.39;9.7;6,0.552548867,2217
7.3;0.22;0.37;14.3;0.063;48;191;0.9978;2.89;0.38;9;6,0.591129591,2012
6.8;0.16;0.4;2.3;0.037;18;102;0.9923;3.49;0.42;11.4;7,0.591700864,2007
6;0.26;0.32;3.5;0.028;29;113;0.9912;3.4;0.71;12.3;7,0.099654991,4407
6;0.18;0.27;1.5;0.089;40;143;0.9923;3.49;0.62;10.8;6,0.683312148,1539
6.9;0.33;0.21;1;0.053;39;148;0.9927;3.12;0.45;9.4;6,0.724286651,1331
7.7;0.29;0.48;2.3;0.049;36;178;0.9931;3.17;0.64;10.6;6,0.1035711,4385
7.1;0.39;0.35;12.5;0.044;26;72;0.9941;3.17;0.29;11.6;5,0.247271576,3692
6.9;0.33;0.21;1;0.053;39;148;0.9927;3.12;0.45;9.4;6,0.273070971,3573
7.7;0.29;0.48;2.3;0.049;36;178;0.9931;3.17;0.64;10.6;6,0.304913065,3420
6.6;0.905;0.19;0.8;0.048;17;204;0.9934;3.34;0.56;10;5,0.158759542,4115
7.2;0.27;0.27;2.4;0.048;30;149;0.9936;3.1;0.51;9.2;6,0.060010047,4590
5.1;0.33;0.22;1.6;0.027;18;89;0.9893;3.51;0.38;12.5;7,0.462623064,2655
5.1;0.33;0.22;1.6;0.027;18;89;0.9893;3.51;0.38;12.5;7,0.523237977,2372
6.4;0.31;0.28;1.5;0.037;12;119;0.9919;3.32;0.51;10.4;7,0.137523159,4212
7.3;0.2;0.44;1.4;0.045;21;98;0.9924;3.15;0.46;10;7,0.511321972,2440
5.7;0.32;0.5;2.6;0.049;17;155;0.9927;3.22;0.64;10;6,0.748700869,1188
6.4;0.31;0.28;1.5;0.037;12;119;0.9919;3.32;0.51;10.4;7,0.544979121,2249
7.3;0.2;0.44;1.4;0.045;21;98;0.9924;3.15;0.46;10;7,0.811271278,896
7.2;0.28;0.26;12.5;0.046;48;179;0.9975;3.1;0.52;9;6,0.679494663,1560
7.5;0.35;0.28;9.6;0.051;26;157;0.9969;3.12;0.53;9.2;6,0.47922041,2582
7.2;0.27;0.27;2.4;0.048;30;149;0.9936;3.1;0.51;9.2;6,0.58024722,2064
6;0.36;0.39;3.2;0.027;20;125;0.991;3.38;0.39;11.3;7,0.05378372,4631
5.1;0.33;0.22;1.6;0.027;18;89;0.9893;3.51;0.38;12.5;7,0.961534168,183
5;0.17;0.56;1.5;0.026;24;115;0.9906;3.48;0.39;10.8;7,0.769113206,1078
6.3;0.39;0.35;5.9;0.04;82.5;260;0.9941;3.12;0.66;10.1;5,0.569880845,2124
6.7;0.21;0.32;5.4;0.047;29;140;0.995;3.39;0.46;9.7;6,0.971285236,139
7;0.3;0.38;14.9;0.032;60;181;0.9983;3.18;0.61;9.3;7,0.67004078,1609
7;0.3;0.38;14.9;0.032;60;181;0.9983;3.18;0.61;9.3;7,0.265876168,3601
6.5;0.36;0.32;1.1;0.031;13;66;0.9916;3.1;0.46;10.6;5,0.990058796,52
6.1;0.55;0.15;9.8;0.031;19;125;0.9957;3.36;0.47;10.2;6,0.440140751,2749
7.3;0.24;0.43;2;0.021;20;69;0.99;3.08;0.56;12.2;6,0.42782505,2815
6.8;0.37;0.51;11.8;0.044;62;163;0.9976;3.19;0.44;8.8;5,0.284715606,3517
6.8;0.27;0.12;1.3;0.04;87;168;0.992;3.18;0.41;10;5,0.853278123,690
8.2;0.28;0.42;1.8;0.031;30;93;0.9917;3.09;0.39;11.4;5,0.594266474,1992
6.3;0.2;0.4;1.5;0.037;35;107;0.9917;3.46;0.5;11.4;6,0.606348151,1929
5.9;0.26;0.27;18.2;0.048;52;168;0.9993;3.35;0.44;9.4;5,0.563107046,2161
6.4;0.19;0.42;2.9;0.032;32;83;0.9908;3.3;0.41;11.7;6,0.523495092,2369
6.3;0.2;0.4;1.5;0.037;35;107;0.9917;3.46;0.5;11.4;6,0.995993527,24
6.8;0.37;0.51;11.8;0.044;62;163;0.9976;3.19;0.44;8.8;5,0.082681579,4476
6.1;0.35;0.07;1.4;0.069;22;108;0.9934;3.23;0.52;9.2;5,0.237060302,3741
7.1;0.27;0.31;18.2;0.046;55;252;1;3.07;0.56;8.7;5,0.079580826,4483
6.8;0.22;0.31;6.3;0.035;33;170;0.9918;3.24;0.66;12.6;6,0.538004938,2283
6.8;0.27;0.12;1.3;0.04;87;168;0.992;3.18;0.41;10;5,0.993741495,30
5.8;0.28;0.34;4;0.031;40;99;0.9896;3.39;0.39;12.8;7,0.907468101,432
6.9;0.49;0.24;1.2;0.049;13;125;0.9932;3.17;0.51;9.4;5,0.388247173,3002
6.3;0.14;0.39;1.2;0.044;26;116;0.992;3.26;0.53;10.3;6,0.87449934,598
8.2;0.28;0.42;1.8;0.031;30;93;0.9917;3.09;0.39;11.4;5,0.203253178,3898
7.2;0.25;0.39;18.95;0.038;42;155;0.9999;2.97;0.47;9;6,0.072285438,4521
7.3;0.28;0.36;12.7;0.04;38;140;0.998;3.3;0.79;9.6;6,0.290514126,3484
7.2;0.19;0.39;1.2;0.036;32;85;0.9918;3.16;0.5;10.5;5,0.038389426,4714
7.2;0.19;0.39;1.2;0.036;32;85;0.9918;3.16;0.5;10.5;5,0.09386771,4436
7.2;0.25;0.39;18.95;0.038;42;155;0.9999;2.97;0.47;9;6,0.930462714,321
7.3;0.28;0.36;12.7;0.04;38;140;0.998;3.3;0.79;9.6;6,0.078736851,4485
7.4;0.21;0.27;1.2;0.041;27;99;0.9927;3.19;0.33;9.8;6,0.097090989,4418
6.8;0.26;0.22;7.7;0.047;57;210;0.9959;3.1;0.47;9;5,0.792067531,973
7.4;0.21;0.27;1.2;0.041;27;99;0.9927;3.19;0.33;9.8;6,0.597717433,1978
7.4;0.31;0.28;1.6;0.05;33;137;0.9929;3.31;0.56;10.5;6,0.315871232,3352
7;0.22;0.31;2.7;0.03;41;136;0.9898;3.16;0.37;12.7;7,0.168874202,4077
7;0.21;0.28;8.7;0.045;37;222;0.9954;3.25;0.54;10.4;6,0.947101323,250
7;0.21;0.28;8.6;0.045;37;221;0.9954;3.25;0.54;10.4;6,0.750296414,1180
7;0.21;0.28;8.6;0.045;37;221;0.9954;3.25;0.54;10.4;6,0.466474173,2639
6.9;0.23;0.38;8.3;0.047;47;162;0.9954;3.34;0.52;10.5;7,0.221845575,3820
7;0.21;0.28;8.7;0.045;37;222;0.9954;3.25;0.54;10.4;6,0.623699066,1833
7;0.21;0.28;8.6;0.045;37;221;0.9954;3.25;0.54;10.4;6,0.724009239,1335
6.8;0.29;0.5;13.3;0.053;48;194;0.9974;3.09;0.45;9.4;5,0.594698622,1990
7.8;0.21;0.27;1.2;0.051;20;89;0.9936;3.06;0.46;9.1;5,0.915659142,393
7.1;0.31;0.47;13.6;0.056;54;197;0.9978;3.1;0.49;9.3;5,0.883015645,551
6.8;0.29;0.5;13.3;0.053;48;194;0.9974;3.09;0.45;9.4;5,0.71511027,1381
6.4;0.34;0.1;1.1;0.048;19;84;0.9927;3.21;0.38;9.8;5,0.519105742,2393
7.4;0.155;0.34;2.3;0.045;73.5;214;0.9934;3.18;0.61;9.9;7,0.926257758,348
7.2;0.55;0.09;1.5;0.108;16;151;0.9938;3.07;0.57;9.2;4,0.345565763,3208
7;0.23;0.36;7.1;0.028;31;104;0.9922;3.35;0.47;12.1;8,0.458868594,2669
6.9;0.2;0.37;6.2;0.027;24;97;0.992;3.38;0.49;12.2;7,0.722598175,1341
6.1;0.28;0.32;2.5;0.042;23;218.5;0.9935;3.27;0.6;9.8;5,0.324175048,3312
6.6;0.16;0.32;1.4;0.035;49;186;0.9906;3.35;0.64;12.4;8,0.088562311,4458
7.4;0.155;0.34;2.3;0.045;73.5;214;0.9934;3.18;0.61;9.9;7,0.937922651,290
6.2;0.35;0.04;1.2;0.06;23;108;0.9934;3.26;0.54;9.2;5,0.202174634,3906
6.7;0.22;0.37;1.6;0.028;24;102;0.9913;3.29;0.59;11.6;7,0.172259642,4062
6.1;0.38;0.2;6.6;0.033;25;137;0.9938;3.3;0.69;10.4;6,0.151800779,4151
6;0.25;0.28;2.2;0.026;54;126;0.9898;3.43;0.65;12.9;8,0.336114101,3256
6.6;0.52;0.44;12.2;0.048;54;245;0.9975;3.26;0.54;9.3;6,0.679004677,1562
6.9;0.24;0.36;20.8;0.031;40;139;0.9975;3.2;0.33;11;6,0.965159688,168
7.1;0.32;0.32;11;0.038;16;66;0.9937;3.24;0.4;11.5;3,0.860195397,656
5.8;0.28;0.27;2.6;0.054;30;156;0.9914;3.53;0.42;12.4;5,0.335594754,3258
6.5;0.41;0.24;14;0.048;24;113;0.9982;3.44;0.53;9.8;6,0.68180506,1545
6.5;0.41;0.24;14;0.048;24;113;0.9982;3.44;0.53;9.8;6,0.240173899,3726
6.4;0.28;0.29;1.6;0.052;34;127;0.9929;3.48;0.56;10.5;7,0.90881665,428
7.2;0.6;0.2;9.9;0.07;21;174;0.9971;3.03;0.54;9.1;5,0.110142052,4358
6.1;0.2;0.25;1.2;0.038;34;128;0.9921;3.24;0.44;10.1;5,0.57810237,2075
5.9;0.46;0.14;2.7;0.042;27;160;0.9931;3.46;0.51;10.6;7,0.860287884,655
6;0.27;0.27;1.6;0.046;32;113;0.9924;3.41;0.51;10.5;7,0.239354811,3730
6.4;0.28;0.29;1.6;0.052;34;127;0.9929;3.48;0.56;10.5;7,0.378140052,3053
6.4;0.41;0.24;14;0.048;24;113;0.9982;3.44;0.53;9.8;6,0.640675101,1745
6.3;0.23;0.31;1.5;0.022;11;82;0.9892;3.3;0.4;12.9;7,0.569295722,2129
7.1;0.21;0.27;8.6;0.056;26;111;0.9956;2.95;0.52;9.5;5,0.520658944,2385
6;0.37;0.32;1;0.053;31;218.5;0.9924;3.29;0.72;9.8;6,0.717888311,1362
6.1;0.43;0.35;9.1;0.059;83;249;0.9971;3.37;0.5;8.5;5,0.308063993,3401
7.1;0.21;0.27;8.6;0.056;26;111;0.9956;2.95;0.52;9.5;5,0.709730062,1402
7;0.25;0.29;15.2;0.047;40;171;0.9982;3.22;0.45;9.3;5,0.197402173,3927
5.9;0.25;0.19;12.4;0.047;50;162;0.9973;3.35;0.38;9.5;5,0.221354527,3822
6.8;0.32;0.21;2.2;0.044;15;68;0.9932;3.17;0.39;9.4;6,0.994721875,27
7.2;0.39;0.62;11;0.047;66;178;0.9976;3.16;0.5;8.7;5,0.55370894,2212
6.3;0.21;0.58;10;0.081;34;126;0.9962;2.95;0.46;8.9;5,0.898856277,466
7;0.14;0.32;9;0.039;54;141;0.9956;3.22;0.43;9.4;6,0.281994835,3531
6.8;0.32;0.21;2.2;0.044;15;68;0.9932;3.17;0.39;9.4;6,0.860480529,652
7.2;0.39;0.62;11;0.047;66;178;0.9976;3.16;0.5;8.7;5,0.56576105,2150
7.2;0.29;0.53;18.15;0.047;59;182;0.9992;3.09;0.52;9.6;5,0.173849234,4055
8.6;0.37;0.7;12.15;0.039;21;158;0.9983;3;0.73;9.3;6,0.838098578,742
6.5;0.38;0.34;3.4;0.036;34;200;0.9937;3.14;0.76;10;5,0.1504376,4159
6.6;0.24;0.29;2;0.023;19;86;0.99;3.25;0.45;12.5;6,0.114243919,4333
7;0.17;0.31;4.8;0.034;34;132;0.9944;3.36;0.48;9.6;7,0.034613815,4730
5.5;0.16;0.22;4.5;0.03;30;102;0.9938;3.24;0.36;9.4;6,0.043666112,4686
7;0.24;0.51;11;0.029;55;227;0.9965;3.03;0.61;9.5;5,0.396697054,2960
7.4;0.28;0.36;1.1;0.028;42;105;0.9893;2.99;0.39;12.4;7,0.77639719,1052
7;0.22;0.28;1.5;0.037;29;115;0.9927;3.11;0.55;10.5;6,0.633457875,1796
7.1;0.55;0.13;1.7;0.073;21;165;0.994;2.97;0.58;9.2;6,0.338668111,3243
6.3;0.22;0.33;1.7;0.041;67;164;0.9928;3.32;0.56;10.4;6,0.500317238,2480
6.7;0.47;0.34;8.9;0.043;31;172;0.9964;3.22;0.6;9.2;5,0.689441906,1517
5.9;0.36;0.41;1.3;0.047;45;104;0.9917;3.33;0.51;10.6;6,0.718035871,1360
5.8;0.25;0.24;13.3;0.044;41;137;0.9972;3.34;0.42;9.5;5,0.53153641,2325
6.7;0.47;0.34;8.9;0.043;31;172;0.9964;3.22;0.6;9.2;5,0.376129341,3067
6.2;0.37;0.3;6.6;0.346;79;200;0.9954;3.29;0.58;9.6;5,0.215385381,3850
6.2;0.18;0.38;1.5;0.028;36;117;0.993;3.47;0.54;9.7;6,0.919493114,377
6;0.16;0.37;1.5;0.025;43;117;0.9928;3.46;0.51;9.7;6,0.981532831,90
6.6;0.34;0.28;1.3;0.035;32;90;0.9916;3.1;0.42;10.7;6,0.280654179,3534
7.4;0.29;0.29;1.6;0.045;53;180;0.9936;3.34;0.68;10.5;6,0.523488044,2370
7.4;0.26;0.31;7.6;0.047;52;177;0.9962;3.13;0.45;8.9;6,0.182368716,4007
7;0.28;0.36;1;0.035;8;70;0.9899;3.09;0.46;12.1;6,0.576136578,2088
7.1;0.23;0.39;1.6;0.032;12;65;0.9898;3.25;0.4;12.7;7,0.466082524,2642
7.8;0.19;0.26;8.9;0.039;42;182;0.996;3.18;0.46;9.9;6,0.976972145,112
6.3;0.19;0.28;1.8;0.022;28;158;0.9907;3.2;0.64;11.4;6,0.934362778,303
6.8;0.2;0.38;4.7;0.04;27;103;0.994;3.37;0.58;10.7;6,0.230937564,3779
5.7;0.44;0.13;7;0.025;28;173;0.9913;3.33;0.48;12.5;6,0.28215199,3528
7.2;0.4;0.62;10.8;0.041;70;189;0.9976;3.08;0.49;8.6;4,0.380398135,3043
6.8;0.23;0.32;1.6;0.026;43;147;0.9904;3.29;0.54;12.5;6,0.192486799,3955
5.7;0.335;0.34;1;0.04;13;174;0.992;3.27;0.66;10;5,0.638635544,1761
7.2;0.4;0.62;10.8;0.041;70;189;0.9976;3.08;0.49;8.6;4,0.267756891,3594
7.2;0.28;0.54;16.7;0.045;54;200;0.999;3.08;0.49;9.5;6,0.775726699,1053
6.8;0.19;0.58;14.2;0.038;51;164;0.9975;3.12;0.48;9.6;6,0.407303436,2915
6.4;0.3;0.3;2.25;0.038;8;210;0.9937;3.2;0.62;9.9;6,0.054774091,4623
6.5;0.3;0.29;2.25;0.037;8;210;0.9937;3.19;0.62;9.9;5,0.73108853,1288
7.8;0.18;0.31;12.2;0.053;46;140;0.998;3.06;0.53;8.9;6,0.44573578,2726
7.8;0.18;0.31;12.2;0.053;46;140;0.998;3.06;0.53;8.9;6,0.757090141,1145
7.3;0.51;0.26;3.3;0.09;7;135;0.9944;3.01;0.52;8.8;5,0.165281192,4091
6;0.24;0.27;1.9;0.048;40;170;0.9938;3.64;0.54;10;7,0.495131503,2512
5.9;0.62;0.28;3.5;0.039;55;152;0.9907;3.44;0.44;12;6,0.069937825,4533
6;0.24;0.27;1.9;0.048;40;170;0.9938;3.64;0.54;10;7,0.371405436,3088
6.7;0.27;0.12;1.3;0.041;62;138;0.9921;3.21;0.42;10;6,0.389608885,2998
7.8;0.34;0.35;1.8;0.042;8;167;0.9908;3.11;0.41;12.1;6,0.413387629,2887
7.3;0.26;0.36;5.2;0.04;31;141;0.9931;3.16;0.59;11;6,0.173321504,4060
7.4;0.36;0.33;1.4;0.025;27;55;0.9915;3.21;0.33;11.2;6,0.007699534,4859
7.8;0.28;0.32;9;0.036;34;115;0.9952;3.17;0.39;10.3;7,0.175702489,4043
6.1;0.31;0.26;2.2;0.051;28;167;0.9926;3.37;0.47;10.4;6,0.136413431,4220
6.8;0.18;0.37;1.6;0.055;47;154;0.9934;3.08;0.45;9.1;5,0.308553437,3398
7.4;0.15;0.42;1.7;0.045;49;154;0.992;3;0.6;10.4;6,0.924269058,361
5.9;0.13;0.28;1.9;0.05;20;78;0.9918;3.43;0.64;10.8;6,0.499218105,2488
7.2;0.34;0.34;12.6;0.048;7;41;0.9942;3.19;0.4;11.7;5,0.716183506,1373
7.9;0.19;0.26;2.1;0.039;8;143;0.9942;3.05;0.74;9.8;5,0.733152958,1278
7.9;0.19;0.26;2.1;0.039;8;143;0.9942;3.05;0.74;9.8;5,0.952046897,223
6.9;0.25;0.4;1.3;0.038;22;101;0.9901;3.03;0.39;11.4;6,0.427628504,2816
5.8;0.36;0.32;1.7;0.033;22;96;0.9898;3.03;0.38;11.2;6,0.327333264,3299
5.6;0.35;0.37;1;0.038;6;72;0.9902;3.37;0.34;11.4;5,0.837327398,745
5.9;0.32;0.39;3.3;0.114;24;140;0.9934;3.09;0.45;9.2;6,0.902581045,450
7.2;0.31;0.46;5;0.04;3;29;0.9906;3.04;0.53;12.5;4,0.75029739,1179
6.1;0.28;0.22;1.8;0.034;32;116;0.9898;3.36;0.44;12.6;6,0.22245619,3815
5.2;0.36;0.02;1.6;0.031;24;104;0.9896;3.44;0.35;12.2;6,0.153484257,4146
5.6;0.19;0.47;4.5;0.03;19;112;0.9922;3.56;0.45;11.2;6,0.976413895,115
6.4;0.1;0.35;4.9;0.048;31;103;0.9947;3.43;0.79;9.7;6,0.708189876,1413
6.4;0.18;0.48;4;0.186;64;150;0.9945;3.06;0.4;9.3;5,0.054837339,4620
7.4;0.25;0.36;13.2;0.067;53;178;0.9976;3.01;0.48;9;6,0.262490049,3616
7.4;0.25;0.36;13.2;0.067;53;178;0.9976;3.01;0.48;9;6,0.377978506,3054
7.4;0.25;0.36;13.2;0.067;53;178;0.9976;3.01;0.48;9;6,0.895479544,491
7.9;0.345;0.51;15.3;0.047;54;171;0.9987;3.09;0.51;9.1;5,0.147773843,4172
7.9;0.345;0.51;15.3;0.047;54;171;0.9987;3.09;0.51;9.1;5,0.124937867,4272
7.4;0.25;0.36;13.2;0.067;53;178;0.9976;3.01;0.48;9;6,0.689314912,1518
6.1;0.24;0.3;1.5;0.045;22;61;0.992;3.31;0.54;10.4;5,0.635513419,1780
6.8;0.25;0.24;4.55;0.053;41;211;0.9955;3.37;0.67;9.5;6,0.870046289,618
6.7;0.31;0.31;9.9;0.04;10;175;0.9953;3.46;0.55;11.4;4,0.104790809,4379
7.2;0.46;0.65;10.4;0.05;76;192;0.9976;3.16;0.42;8.7;5,0.305786198,3413
5.5;0.35;0.35;1.1;0.045;14;167;0.992;3.34;0.68;9.9;6,0.928903178,331
